encoder,cell,source,indicator,f1,auc_roc,precision,recall
moment,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.3684,,0.359,0.3784
moment,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
moment,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
moment,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
moment,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
moment,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
moment,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.3956,0.5973,0.439,0.36
moment,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.1429,0.527,0.0976,0.2667
moment,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.0889,0.6446,0.0488,0.5
moment,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.3934,0.5694,0.5854,0.2963
moment,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.359,,0.3415,0.3784
moment,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.1311,0.5148,0.3636,0.08
moment,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.0769,0.5046,0.0909,0.0667
moment,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.4703,0.0,0.0
moment,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.1739,0.5355,0.7273,0.0988
moment,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.1667,,0.3636,0.1081
linear_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,chauvet_piger,0.0426,0.3689,0.0455,0.04
linear_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,sahm,0.2034,0.5908,0.1364,0.4
linear_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,cfnai_ma3,0.1667,0.8919,0.0909,1.0
linear_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,oecd_cli,0.24,0.4583,0.3409,0.1852
linear_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,composite_majority_vote,0.0988,,0.0909,0.1081
linear_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
linear_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
linear_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
linear_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
linear_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
linear_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,chauvet_piger,0.3125,0.4442,0.2273,0.5
linear_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,sahm,0.112,0.4374,0.0636,0.4667
linear_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,cfnai_ma3,0.0702,0.7135,0.0364,1.0
linear_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,oecd_cli,0.4293,0.4336,0.3727,0.5062
linear_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.2857,,0.1909,0.5676
linear_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.3846,0.5522,0.3125,0.5
linear_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.1053,0.4511,0.0625,0.3333
linear_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.0238,0.4115,0.0125,0.25
linear_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.3975,0.4753,0.4,0.3951
linear_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.2222,,0.1625,0.3514
linear_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.38,0.4771,0.2533,0.76
linear_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.1091,0.3948,0.06,0.6
linear_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.0519,0.6054,0.0267,1.0
linear_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.4848,0.4105,0.3733,0.6914
linear_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.2888,,0.18,0.7297
linear_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.1348,0.4413,0.1538,0.12
linear_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.0,0.3879,0.0,0.0
linear_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.3946,0.0,0.0
linear_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.3167,0.5247,0.4872,0.2346
linear_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.1316,,0.1282,0.1351
mlp_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,chauvet_piger,0.3804,0.515,0.2743,0.62
mlp_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,sahm,0.1406,0.5011,0.0796,0.6
mlp_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,cfnai_ma3,0.0684,0.7054,0.0354,1.0
mlp_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,oecd_cli,0.4433,0.4414,0.3805,0.5309
mlp_ae,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,composite_majority_vote,0.32,,0.2124,0.6486
mlp_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,chauvet_piger,0.1714,0.5096,0.3,0.12
mlp_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,sahm,0.1143,0.5149,0.1,0.1333
mlp_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,cfnai_ma3,0.0,0.4459,0.0,0.0
mlp_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,oecd_cli,0.0594,0.4398,0.15,0.037
mlp_ae,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,composite_majority_vote,0.0702,,0.1,0.0541
mlp_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,chauvet_piger,0.2621,0.4166,0.2,0.38
mlp_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,sahm,0.0545,0.3356,0.0316,0.2
mlp_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,cfnai_ma3,0.0202,0.3709,0.0105,0.25
mlp_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,oecd_cli,0.4773,0.5139,0.4421,0.5185
mlp_ae,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.2273,,0.1579,0.4054
mlp_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.3299,0.5485,0.3404,0.32
mlp_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.129,0.5098,0.0851,0.2667
mlp_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.0,0.373,0.0,0.0
mlp_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.3281,0.5093,0.4468,0.2593
mlp_ae,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.2857,,0.2553,0.3243
mlp_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.3429,0.5026,0.2667,0.48
mlp_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.1333,0.4948,0.0778,0.4667
mlp_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.0851,0.7676,0.0444,1.0
mlp_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.3392,0.3966,0.3222,0.358
mlp_ae,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.2362,,0.1667,0.4054
mlp_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
mlp_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
mlp_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
mlp_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
mlp_ae,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
svd,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,chauvet_piger,0.0,0.3561,0.0,0.0
svd,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,sahm,0.2182,0.6023,0.15,0.4
svd,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,cfnai_ma3,0.0909,0.6473,0.05,0.5
svd,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,oecd_cli,0.2314,0.466,0.35,0.1728
svd,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,composite_majority_vote,0.0519,,0.05,0.0541
svd,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,chauvet_piger,0.2,0.5232,0.35,0.14
svd,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,sahm,0.2286,0.5874,0.2,0.2667
svd,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,cfnai_ma3,0.0,0.4459,0.0,0.0
svd,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,oecd_cli,0.297,0.5694,0.75,0.1852
svd,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,composite_majority_vote,0.2456,,0.35,0.1892
svd,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,chauvet_piger,0.2449,0.3958,0.1856,0.36
svd,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,sahm,0.1071,0.4385,0.0619,0.4
svd,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,cfnai_ma3,0.0594,0.6209,0.0309,0.75
svd,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,oecd_cli,0.4157,0.4506,0.3814,0.4568
svd,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.2537,,0.1753,0.4595
svd,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.2329,0.3858,0.1771,0.34
svd,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.0901,0.4052,0.0521,0.3333
svd,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.04,0.4959,0.0208,0.5
svd,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.4181,0.4552,0.3854,0.4568
svd,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.2406,,0.1667,0.4324
svd,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.0877,0.3378,0.0781,0.1
svd,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.2278,0.642,0.1406,0.6
svd,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.1176,0.8378,0.0625,1.0
svd,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.2345,0.3873,0.2656,0.2099
svd,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.1188,,0.0938,0.1622
svd,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
svd,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
svd,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
svd,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
svd,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
windowed_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,chauvet_piger,0.0,0.3561,0.0,0.0
windowed_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,sahm,0.2182,0.6023,0.15,0.4
windowed_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,cfnai_ma3,0.0909,0.6473,0.05,0.5
windowed_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,oecd_cli,0.2314,0.466,0.35,0.1728
windowed_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,composite_majority_vote,0.0519,,0.05,0.0541
windowed_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,chauvet_piger,0.2,0.5232,0.35,0.14
windowed_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,sahm,0.2286,0.5874,0.2,0.2667
windowed_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,cfnai_ma3,0.0,0.4459,0.0,0.0
windowed_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,oecd_cli,0.297,0.5694,0.75,0.1852
windowed_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,composite_majority_vote,0.2456,,0.35,0.1892
windowed_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,chauvet_piger,0.2466,0.3994,0.1875,0.36
windowed_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,sahm,0.1081,0.4414,0.0625,0.4
windowed_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,cfnai_ma3,0.06,0.6236,0.0312,0.75
windowed_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,oecd_cli,0.4068,0.4444,0.375,0.4444
windowed_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.2556,,0.1771,0.4595
windowed_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
windowed_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
windowed_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
windowed_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
windowed_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
windowed_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.3865,0.4791,0.2548,0.8
windowed_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.1047,0.3747,0.0573,0.6
windowed_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.0497,0.5865,0.0255,1.0
windowed_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.5042,0.4213,0.3822,0.7407
windowed_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.2887,,0.1783,0.7568
windowed_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.2276,0.4278,0.1918,0.28
windowed_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.0,0.2902,0.0,0.0
windowed_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.3027,0.0,0.0
windowed_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.4416,0.5293,0.4658,0.4198
windowed_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.2,,0.1507,0.2973
raw_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,chauvet_piger,0.0702,0.502,0.2857,0.04
raw_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,sahm,0.1818,0.5523,0.2857,0.1333
raw_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,cfnai_ma3,0.3636,0.7365,0.2857,0.5
raw_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,oecd_cli,0.0682,0.5,0.4286,0.037
raw_pca,pca_kmeans,c1_multi_label_pca_kmeans_locked.csv,composite_majority_vote,0.0909,,0.2857,0.0541
raw_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,chauvet_piger,0.1034,0.512,0.375,0.06
raw_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,sahm,0.087,0.5132,0.125,0.0667
raw_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,cfnai_ma3,0.0,0.4784,0.0,0.0
raw_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,oecd_cli,0.0225,0.4738,0.125,0.0123
raw_pca,pca_hdbscan,c1_multi_label_pca_hdbscan_locked.csv,composite_majority_vote,0.0444,,0.125,0.027
raw_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,chauvet_piger,0.4,0.5658,0.325,0.52
raw_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,sahm,0.0842,0.4149,0.05,0.2667
raw_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,cfnai_ma3,0.0476,0.5392,0.025,0.5
raw_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,oecd_cli,0.4348,0.5077,0.4375,0.4321
raw_pca,umap_kmeans,c1_multi_label_umap_kmeans_locked.csv,composite_majority_vote,0.2906,,0.2125,0.4595
raw_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,chauvet_piger,0.0,0.5,0.0,0.0
raw_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,sahm,0.0,0.5,0.0,0.0
raw_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,cfnai_ma3,0.0,0.5,0.0,0.0
raw_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,oecd_cli,0.0,0.5,0.0,0.0
raw_pca,umap_hdbscan,c1_multi_label_umap_hdbscan_locked.csv,composite_majority_vote,0.0,,0.0,0.0
raw_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,chauvet_piger,0.2903,0.4786,0.2432,0.36
raw_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,sahm,0.0674,0.396,0.0405,0.2
raw_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,cfnai_ma3,0.0513,0.5554,0.027,0.5
raw_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,oecd_cli,0.3742,0.4707,0.3919,0.358
raw_pca,tsne_kmeans,c1_multi_label_tsne_kmeans_locked.csv,composite_majority_vote,0.1802,,0.1351,0.2703
raw_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,chauvet_piger,0.4,0.5965,0.4222,0.38
raw_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,sahm,0.1,0.4793,0.0667,0.2
raw_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,cfnai_ma3,0.0,0.3784,0.0,0.0
raw_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,oecd_cli,0.2381,0.4537,0.3333,0.1852
raw_pca,tsne_hdbscan,c1_multi_label_tsne_hdbscan_locked.csv,composite_majority_vote,0.1951,,0.1778,0.2162
